Id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
993,Peugeot,Boxer L2H2,Inline-4,"2,200",130,130,140.000,14.000,"35,000.000","35,000.000",3,350,350,Diesel,NA,NA
994,Peugeot,Partner Electric,Electric Motor,0,136,136,130.000,9.000,"40,000.000","40,000.000",5,260,260,Electric,NA,NA
995,Peugeot,Expert Electric,Electric Motor,0,136,136,130.000,9.500,"45,000.000","45,000.000",5,260,260,Electric,NA,NA
996,Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,0,225,225,250.000,5.500,"45,000.000","45,000.000",5,360,360,Hybrid,NA,NA
997,Peugeot,308 PSE,Hybrid I4,0,360,360,250.000,5.000,"55,000.000","55,000.000",5,520,520,Hybrid,NA,NA
998,Peugeot,508 PSE,Hybrid I4,0,360,360,250.000,5.200,"60,000.000","60,000.000",5,520,520,Hybrid,NA,NA
999,Peugeot,3008 PSE,Hybrid I4,0,300,300,235.000,6.000,"50,000.000","50,000.000",5,400,400,Hybrid,NA,NA
"1,000",Peugeot,2008 Active,Inline-4,"1,199",100,100,190.000,11.200,"22,000.000","22,000.000",5,205,205,Petrol,NA,NA
"1,001",Peugeot,3008 Active,Inline-4,"1,499",130,130,200.000,10.000,"30,000.000","30,000.000",5,240,240,Petrol,NA,NA
"1,002",Peugeot,5008 Active,Inline-4,"1,499",130,130,190.000,10.500,"33,000.000","33,000.000",7,240,240,Petrol,NA,NA
"1,003",Peugeot,3008 Allure Premium,Inline-4,"1,499",130,130,200.000,9.800,"32,000.000","32,000.000",5,240,240,Petrol,NA,NA
"1,004",Peugeot,5008 Allure Premium,Inline-4,"1,499",130,130,190.000,10.200,"35,000.000","35,000.000",7,240,240,Petrol,NA,NA
"1,005",Peugeot,3008 GT Line,Inline-4,"1,598",180,180,210.000,8.500,"35,000.000","35,000.000",5,250,250,Petrol,NA,NA
"1,006",Peugeot,5008 GT Line,Inline-4,"1,598",180,180,200.000,9.000,"38,000.000","38,000.000",7,250,250,Petrol,NA,NA
"1,007",Peugeot,2008 GT,Inline-4,"1,199",130,130,200.000,9.300,"25,000.000","25,000.000",5,230,230,Petrol,NA,NA
"1,008",Peugeot,5008 GT,Inline-4,"1,598",180,180,210.000,8.200,"40,000.000","40,000.000",7,250,250,Petrol,NA,NA
"1,009",Peugeot,508 SW (Station Wagon),Inline-4,"1,598",180,180,220.000,8.400,"35,000.000","35,000.000",5,300,300,Petrol,NA,NA
"1,010",Peugeot,508 Saloon,Inline-4,"1,598",180,180,210.000,8.600,"37,000.000","37,000.000",5,300,300,Petrol,NA,NA
"1,011",Peugeot,308 Saloon,Inline-4,"1,199",130,130,200.000,9.000,"28,000.000","28,000.000",5,230,230,Petrol,NA,NA
"1,012",Peugeot,301 Sedan,Inline-4,"1,199",82,82,180.000,12.000,"20,000.000","20,000.000",5,115,115,Petrol,NA,NA
"1,013",Peugeot,208 Sedan,Inline-4,"1,199",100,100,190.000,11.200,"22,000.000","22,000.000",5,205,205,Petrol,NA,NA
"1,014",Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,0,160,250,220.000,7.500,"25,000.000","40,000.000",5,200,400,Petrol,Hybrid,NA
"1,015",Ford,Taurus,3.5L V6 / 2.0L EcoBoost,0,200,365,220.000,6.500,"30,000.000","45,000.000",5,300,500,Petrol,NA,NA
"1,016",Ford,Fiesta,1.0L EcoBoost / 1.5L,0,85,200,200.000,7.000,"15,000.000","25,000.000",5,130,290,Petrol,NA,NA
"1,017",Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,0,120,300,220.000,6.500,"20,000.000","30,000.000",5,150,400,Petrol,NA,NA
"1,018",Ford,KA+,1.2L Petrol,"1,200",70,85,165.000,10.500,"12,000.000","15,000.000",5,100,140,Petrol,NA,NA
"1,019",Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,0,123,166,180.000,9.000,"20,000.000","25,000.000",5,170,200,Petrol,NA,NA
"1,020",Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,0,181,200,190.000,7.500,"25,000.000","38,000.000",5,230,200,Petrol,Hybrid,NA
"1,021",Ford,Edge,2.0L EcoBoost / 2.7L V6,0,250,335,200.000,6.500,"35,000.000","45,000.000",5,400,475,Petrol,NA,NA
"1,022",Ford,Explorer,2.3L EcoBoost / 3.0L V6,0,300,400,200.000,6.000,"35,000.000","55,000.000",7,420,500,Petrol,NA,NA
"1,023",Ford,Expedition,3.5L EcoBoost / 5.4L V8,0,375,400,180.000,6.500,"50,000.000","75,000.000",8,650,800,Petrol,NA,NA
"1,024",Ford,Bronco,2.3L EcoBoost / 2.7L V6,0,275,310,200.000,7.500,"30,000.000","55,000.000",4,400,600,Petrol,NA,NA
"1,025",Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,0,181,250,185.000,7.000,"26,000.000","38,000.000",5,250,375,Petrol,NA,NA
"1,026",Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,0,290,450,200.000,5.000,"35,000.000","75,000.000",5,400,700,Petrol,Diesel,NA
"1,027",Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,0,385,475,180.000,6.500,"40,000.000","70,000.000",5,700,1,Petrol,Diesel,NA
"1,028",Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,0,450,475,180.000,7.000,"45,000.000","75,000.000",5,1,1,Diesel,NA,NA
"1,029",Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,0,191,250,180.000,6.500,"22,000.000","30,000.000",5,250,380,Hybrid,Petrol,NA
"1,030",Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,0,270,325,180.000,6.000,"25,000.000","45,000.000",5,400,540,Petrol,Diesel,NA
"1,031",Ford,Mustang Mach-E,Electric Motor,0,290,480,180.000,3.500,"43,000.000","61,000.000",5,430,430,Electric,NA,NA
"1,032",Ford,F-150 Lightning,Electric Motor,0,452,452,180.000,4.500,"40,000.000","90,000.000",5,"1,051","1,051",Electric,NA,NA
"1,033",Ford,Escape Hybrid,2.5L Inline-4 + Electric,"2,500",200,200,180.000,7.700,"28,000.000","38,000.000",5,210,210,Hybrid,NA,NA
"1,034",Ford,Explorer Hybrid,3.3L V6 + Electric,"3,300",318,318,180.000,7.500,"50,000.000","55,000.000",7,500,500,Hybrid,NA,NA
"1,035",Ford,Mustang,5.0L V8,"5,000",450,450,250.000,4.300,"55,000.000","55,000.000",4,530,530,Petrol,NA,NA
"1,036",Ford,GT,3.5L Twin-Turbo V6,"3,500",660,660,348.000,3.000,"500,000.000","500,000.000",2,746,746,Petrol,NA,NA
"1,037",Ford,Focus ST,2.3L Turbo Inline-4,"2,300",280,280,250.000,5.700,"30,000.000","30,000.000",5,420,420,Petrol,NA,NA
"1,038",Ford,Fiesta ST,1.5L Turbo Inline-3,"1,500",200,200,230.000,6.500,"23,000.000","23,000.000",5,290,290,Petrol,NA,NA
"1,039",Ford,Bronco Raptor,3.0L Twin-Turbo V6,"3,000",400,400,220.000,5.500,"70,000.000","70,000.000",4,583,583,Petrol,NA,NA
"1,040",Ford,Ranger Raptor,2.7L Twin-Turbo V6,"2,700",392,392,200.000,6.000,"45,000.000","45,000.000",5,583,583,Petrol,NA,NA
"1,041",Ford,F-150 Raptor,3.5L Twin-Turbo V6,"3,500",450,450,200.000,5.000,"70,000.000","70,000.000",5,691,691,Petrol,NA,NA
"1,042",Ford,Puma,Turbocharged Inline-3,"1,000",123,123,191.000,9.600,"28,000.000","28,000.000",5,200,200,Petrol,NA,NA
"1,043",Ford,Territory,Turbocharged Inline-4,"1,500",140,140,180.000,11.000,"32,000.000","32,000.000",5,225,225,Petrol,NA,NA
"1,044",Ford,Everest,Turbocharged Inline-4,"2,000",210,210,190.000,10.500,"52,000.000","52,000.000",7,500,500,Diesel,NA,NA
"1,045",Ford,Flex,Naturally Aspirated V6,"3,500",287,287,200.000,7.900,"31,000.000","31,000.000",7,345,345,Petrol,NA,NA
"1,046",Ford,Transit,EcoBlue Turbo Diesel,"2,000",170,170,160.000,12.000,"43,455.000","43,455.000",2,405,405,Diesel,NA,NA
"1,047",Ford,Transit Connect,Inline-4 Gasoline Engine,"2,000",162,162,175.000,10.500,"29,365.000","29,365.000",2,200,200,Petrol,NA,NA
"1,048",Ford,F-450 Super Duty,Turbocharged V8 Diesel,"6,700",475,475,165.000,8.500,"61,625.000","61,625.000",2,1,1,Diesel,NA,NA
"1,049",Ford,F-550 Super Duty,Turbocharged V8 Diesel,"6,700",475,475,165.000,8.800,"64,540.000","64,540.000",2,1,1,Diesel,NA,NA
"1,050",Ford,Mustang Shelby GT500,Supercharged V8,"5,200",760,760,290.000,3.500,"79,420.000","79,420.000",2,847,847,Petrol,NA,NA
"1,051",Ford,Mustang Shelby GT350,Naturally Aspirated V8,"5,200",526,526,280.000,4.000,"59,140.000","59,140.000",2,582,582,Petrol,NA,NA
"1,052",Ford,F-150 Platinum,Turbocharged V6,"3,500",400,400,180.000,6.500,"64,695.000","64,695.000",5,678,678,Petrol,NA,NA
"1,053",Ford,F-150 Limited,Turbocharged V6,"3,500",450,450,190.000,6.100,"84,910.000","84,910.000",5,678,678,Petrol,NA,NA
"1,054",Ford,Explorer Platinum,Turbocharged V6,"3,000",400,400,230.000,6.000,"56,505.000","56,505.000",7,563,563,Petrol,NA,NA
"1,055",Ford,Expedition King Ranch,Turbocharged V6,"3,500",440,440,210.000,6.800,"79,560.000","79,560.000",7,691,691,Petrol,NA,NA
"1,056",Ford,Transit Custom,EcoBlue Turbo Diesel,"2,000",130,130,160.000,12.500,"35,000.000","35,000.000",2,385,385,Diesel,NA,NA
"1,057",Ford,E-Series Cutaway,V8 Gasoline Engine,"7,300",350,350,140.000,13.000,"36,000.000","36,000.000",2,569,569,Petrol,NA,NA
"1,058",Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,"2,000",170,170,160.000,11.500,"37,000.000","37,000.000",2,405,405,Diesel,NA,NA
"1,059",Ford,Transit Electric (E-Transit),Electric Motor,0,266,266,140.000,9.000,"52,000.000","52,000.000",2,430,430,Electric,NA,NA
"1,060",Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,0,457,457,225.000,6.000,"53,000.000","53,000.000",7,825,825,Hybrid,NA,NA
"1,061",Ford,Maverick Hybrid,I4 Hybrid,0,191,191,180.000,7.800,"25,000.000","25,000.000",5,210,210,Hybrid,NA,NA
"1,062",Ford,Mustang (2024),V8 Gasoline Engine,"5,000",450,450,250.000,4.500,"60,000.000","60,000.000",4,570,570,Petrol,NA,NA
"1,063",Ford,Ranger (2024),I4 Turbo Diesel,"2,000",210,210,180.000,8.000,"40,000.000","40,000.000",5,500,500,Diesel,NA,NA
"1,064",Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,0,221,221,190.000,7.500,"38,000.000","38,000.000",5,210,210,Hybrid,NA,NA
"1,065",Ford,Bronco (2024),V6 EcoBoost,"2,700",310,310,200.000,6.700,"45,000.000","45,000.000",5,542,542,Petrol,NA,NA
"1,066",Ford,Explorer (2024),V6 Turbocharged,"3,000",400,400,230.000,5.900,"55,000.000","55,000.000",7,563,563,Petrol,NA,NA
"1,067",Mitsubishi,Mirage,1.2L MIVEC,"1,200",78,78,170.000,12.000,"16,000.000","18,000.000",5,100,100,Petrol,NA,NA
"1,068",Mitsubishi,Mirage G4,1.2L MIVEC,"1,200",78,78,170.000,12.000,"17,000.000","19,000.000",5,100,100,Petrol,NA,NA
"1,069",Mitsubishi,Outlander,2.5L 4-Cylinder,"2,500",181,181,190.000,9.500,"28,000.000","35,000.000",7,245,245,Petrol,NA,NA
"1,070",Mitsubishi,Outlander PHEV,2.4L Hybrid,0,248,248,170.000,10.500,"39,000.000","43,000.000",5,300,300,Hybrid,NA,NA
"1,071",Mitsubishi,Eclipse Cross,1.5L Turbo,"1,500",152,152,180.000,9.800,"25,000.000","28,000.000",5,250,250,Petrol,NA,NA
"1,072",Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,"2,000",148,148,190.000,10.000,"23,000.000","26,000.000",5,197,197,Petrol,NA,NA
"1,073",Mitsubishi,Pajero,3.2L Diesel Turbo,"3,200",189,189,180.000,10.500,"40,000.000","45,000.000",7,441,441,Diesel,NA,NA
"1,074",Mitsubishi,Pajero Sport,2.4L Diesel Turbo,"2,400",181,181,180.000,11.000,"35,000.000","40,000.000",7,430,430,Diesel,NA,NA
"1,075",Mitsubishi,Triton (L200),2.4L Diesel Turbo,"2,400",181,181,177.000,10.500,"25,000.000","35,000.000",5,430,430,Diesel,NA,NA
"1,076",Mitsubishi,Lancer Evolution X,2.0L Turbocharged,"2,000",291,291,240.000,5.000,"40,000.000","50,000.000",5,407,407,Petrol,NA,NA
"1,077",Mitsubishi,i-MiEV (Electric),Electric Motor,0,66,66,130.000,15.000,"23,000.000","26,000.000",4,196,196,Electric,NA,NA
"1,078",Mitsubishi,Xpander,1.5L MIVEC,"1,500",105,105,170.000,13.500,"20,000.000","25,000.000",7,141,141,Petrol,NA,NA
"1,079",Mitsubishi,Delica D:5,2.2L Diesel Turbo,"2,200",145,145,175.000,11.000,"35,000.000","40,000.000",7,360,360,Diesel,NA,NA
"1,080",Mitsubishi,Colt,1.1L / 1.5L MIVEC,0,75,150,180.000,9.000,"15,000.000","20,000.000",5,100,180,Petrol,NA,NA
"1,081",Mitsubishi,Grandis,2.4L MIVEC,"2,400",165,165,190.000,11.000,"25,000.000","30,000.000",7,217,217,Petrol,NA,NA
"1,082",Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,"2,500",181,181,190.000,9.500,"32,000.000","35,000.000",7,245,245,Petrol,NA,NA
"1,083",Mitsubishi,Outlander SEL,2.5L 4-Cylinder,"2,500",181,181,190.000,9.500,"31,000.000","34,000.000",7,245,245,Petrol,NA,NA
"1,084",Mitsubishi,Outlander SE,2.5L 4-Cylinder,"2,500",181,181,190.000,9.500,"29,000.000","32,000.000",7,245,245,Petrol,NA,NA
"1,085",Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,"1,500",152,152,180.000,9.800,"28,000.000","30,000.000",5,250,250,Petrol,NA,NA
"1,086",Mitsubishi,ASX Exceed,2.0L MIVEC,"2,000",148,148,190.000,10.000,"26,000.000","28,000.000",5,197,197,Petrol,NA,NA
"1,087",Mitsubishi,Triton Athlete,2.4L Diesel Turbo,"2,400",181,181,177.000,10.500,"27,000.000","35,000.000",5,430,430,Diesel,NA,NA
"1,088",Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,"3,200",189,189,180.000,10.500,"45,000.000","50,000.000",7,441,441,Diesel,NA,NA
"1,089",Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,"2,400",181,181,177.000,10.500,"30,000.000","35,000.000",5,430,430,Diesel,NA,NA
"1,090",Mitsubishi,Space Star,1.2L MIVEC,"1,200",78,78,170.000,12.000,"15,000.000","17,000.000",5,100,100,Petrol,NA,NA
"1,091",Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,0,117,148,200.000,10.000,"20,000.000","25,000.000",5,154,197,Petrol,NA,NA
"1,092",Mitsubishi,Montero Sport,2.4L Diesel Turbo,"2,400",181,181,180.000,11.000,"35,000.000","40,000.000",7,430,430,Diesel,NA,NA
"1,093",Mitsubishi,Attrage,1.2L MIVEC,"1,200",78,78,170.000,12.500,"15,000.000","17,000.000",5,100,100,Petrol,NA,NA
"1,094",Mitsubishi,RVR SE,2.0L MIVEC,"2,000",148,148,190.000,10.500,"23,000.000","25,000.000",5,197,197,Petrol,NA,NA
"1,095",Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,0,145,145,175.000,11.500,"30,000.000","35,000.000",7,360,360,Diesel,NA,NA
"1,096",Mitsubishi,Canter (Truck),3.0L Diesel,"3,000",150,150,120.000,0.000,"35,000.000","45,000.000",2,370,370,Diesel,NA,NA
"1,097",Mitsubishi,Lancer GLX,1.6L MIVEC,"1,600",115,115,190.000,11.500,"17,000.000","20,000.000",5,154,154,Petrol,NA,NA
"1,098",Mitsubishi,Pajero GLS,3.2L Diesel Turbo,"3,200",189,189,180.000,10.500,"45,000.000","50,000.000",7,441,441,Diesel,NA,NA
"1,099",Mitsubishi,Xpander Cross,1.5L MIVEC,"1,500",105,105,170.000,12.000,"20,000.000","25,000.000",7,141,141,Petrol,NA,NA
"1,100",Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,"2,400",188,188,180.000,10.500,"35,000.000","40,000.000",5,199,199,Petrol,Hybrid,Diesel
"1,101",Mitsubishi,Outlander ES,2.5L 4-Cylinder,"2,500",181,181,190.000,9.500,"28,000.000","30,000.000",7,245,245,Petrol,NA,NA
"1,102",Mitsubishi,Montero GLX,2.4L Diesel Turbo,"2,400",181,181,180.000,11.000,"35,000.000","40,000.000",7,430,430,Diesel,NA,NA
"1,103",Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,"2,400",181,181,177.000,10.500,"27,000.000","35,000.000",5,430,430,Diesel,NA,NA
"1,104",Mitsubishi,ASX Dynamic,2.0L MIVEC,"2,000",148,148,190.000,10.000,"25,000.000","28,000.000",5,197,197,Petrol,NA,NA
"1,105",Mitsubishi,Mirage ES,1.2L MIVEC,"1,200",78,78,170.000,12.500,"15,000.000","17,000.000",5,100,100,Petrol,NA,NA
"1,106",Mitsubishi,Outlander LE,2.5L 4-Cylinder,"2,500",181,181,190.000,9.500,"30,000.000","35,000.000",7,245,245,Petrol,NA,NA
"1,107",Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,"7,500",240,240,120.000,0.000,"70,000.000","90,000.000",2,686,686,Diesel,NA,NA
"1,108",Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,"3,000",150,150,120.000,0.000,"50,000.000","60,000.000",2,370,370,Diesel,Hybrid,NA
"1,109",Mitsubishi,Space Runner,1.8L MIVEC,"1,800",140,140,185.000,10.500,"20,000.000","23,000.000",5,170,170,Petrol,NA,NA
"1,110",Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660,52,52,130.000,15.000,"10,000.000","12,000.000",4,60,60,Petrol,NA,NA
